"id","book_id","author_name","created_at","updated_at"
506,"538","Robert M. Pirsig","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
507,"539","H.G. Wells, Arthur C. Clarke","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
508,"540","Sara Shepard","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
509,"541","Don Freeman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
510,"542","Michael Pollan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
511,"543","Kate Atkinson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
512,"544","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
513,"545","Diana Gabaldon","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
514,"546","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
515,"547","Jeffrey Eugenides","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
516,"548","Charlaine Harris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
517,"549","Sarah Dessen","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
518,"550","Thomas Hardy, Tim Dolin, Margaret R. Higonnet","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
519,"551","Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
520,"552","Norton Juster, Jules Feiffer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
521,"553","Charlaine Harris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
522,"554","Ned Vizzini","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
523,"555","Vanessa Diffenbaugh","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
524,"556","Frank Miller, Klaus Janson, Lynn Varley","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
525,"557","James Patterson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
526,"558","Nick Hornby","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
527,"559","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
528,"560","Margaret Atwood","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
529,"561","John Gray","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
530,"562","Anthony Bourdain","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
531,"563","Michael Crichton","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
532,"564","Voltaire","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
533,"565","Natalie Babbitt","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
534,"566","Stephen King, Marie Milpois","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
535,"567","P.D. Eastman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
536,"568","E.H. Gombrich","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
537,"569","Marissa Meyer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
538,"570","Robert T. Kiyosaki","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
539,"571","Becca Fitzpatrick","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
540,"572","Lev Grossman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
541,"573","Tsugumi Ohba, Takeshi Obata","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
542,"574","Libba Bray","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
543,"575","Jonathan Safran Foer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
544,"576","Robert Ludlum","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
545,"577","Tammara Webber","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
546,"578","Charles Dickens, Jeremy Tambling","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
547,"579","Sherman Alexie, Ellen Forney","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
548,"580","Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
549,"581","Ursula K. Le Guin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
550,"582","Kate DiCamillo, Chris Sheban","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
551,"583","John Knowles","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
552,"584","John Grisham","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
553,"585","Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
554,"586","Robin Hobb","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
555,"587","Douglas Adams","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
556,"588","Lauren Kate","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
557,"589","Beatrix Potter","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
558,"590","C.S. Lewis, Pauline Baynes","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
559,"591","Brandon Sanderson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
560,"592","Susanna Kaysen","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
561,"593","Richard Bach, Russell Munson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
562,"594","Cassandra Clare","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
563,"595","Robert Munsch, Sheila McGraw","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
564,"596","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
565,"597","Daniel James Brown","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
566,"598","J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
567,"599","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
568,"600","Kate Morton","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
569,"601","Franz Kafka, Edwin Muir, Willa Muir, Max Brod","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
570,"602","Jodi Picoult","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
571,"603","Piper Kerman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
572,"604","Arthur Conan Doyle, Anne Perry","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
573,"605","Daniel Kahneman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
574,"606","Marion Zimmer Bradley","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
575,"607","Judy Blume","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
576,"608","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
577,"609","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
578,"610","Charlaine Harris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
579,"611","Chris Bohjalian","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
580,"612","Chris Van Allsburg","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
581,"613","Jon Scieszka, Lane Smith","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
582,"614","Tom Clancy","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
583,"615","Paulo Coelho, Margaret Jull Costa","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
584,"616","Sheryl Sandberg, Nell Scovell","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
585,"617","Charlaine Harris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
586,"618","Tahereh Mafi","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
587,"619","Robert A. Heinlein","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
588,"620","Sophie Kinsella","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
589,"621","Jostein Gaarder, Paulette Møller","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
590,"622","Ray Bradbury","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
591,"623","Jennifer Egan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
592,"624","Johanna Spyri, Angelo  Rinaldi, Beverly Cleary","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
593,"625","C.S. Lewis","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
594,"626","Ken Follett","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
595,"627","P.C. Cast, Kristin Cast","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
596,"628","Alex Flinn","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
597,"629","Geoffrey Chaucer, Nevill Coghill","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
598,"630","Emily Giffin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
599,"631","Christopher Paolini","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
600,"632","Haruki Murakami, Jay Rubin, Philip Gabriel","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
601,"633","Harriet Beecher Stowe","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
602,"634","Gaston Leroux, Alexander Teixeira de Mattos","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
603,"635","Charlaine Harris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
604,"636","José Saramago, Giovanni Pontiero","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
605,"637","Jonathan Franzen","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
606,"638","Ally Condie","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
607,"639","Ally Carter","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
608,"640","Aravind Adiga","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
609,"641","Jonathan Franzen","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
610,"642","Barack Obama","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
611,"643","Michael Crichton","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
612,"644","Judith Viorst, Ray Cruz","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
613,"645","Jhumpa Lahiri","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
614,"646","Howard Zinn","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
615,"647","Truman Capote","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
616,"648","Justin Cronin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
617,"649","Neil Gaiman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
618,"650","Sarah Dessen","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
619,"651","Celeste Ng","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
620,"652","Isabel Allende, Magda Bogin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
621,"653","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
622,"654","Agatha Christie, Ροζίτα Σώκου","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
623,"655","Agatha Christie","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
624,"656","Chimamanda Ngozi Adichie","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
625,"657","James Patterson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
626,"658","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
627,"659","Sylvia Day","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
628,"660","Christopher McDougall","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
629,"661","Gabrielle Zevin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
630,"662","Ludwig Bemelmans","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
631,"663","Napoleon Hill","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
632,"664","Laura Ingalls Wilder, Garth Williams","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
633,"665","Susanna Clarke","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
634,"666","Dennis Lehane","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
635,"667","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
636,"668","Rick Riordan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
637,"669","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
638,"670","David McCullough","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
639,"671","Jon Krakauer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
640,"672","Jess Walter","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
641,"673","Barack Obama","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
642,"674","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
643,"675","Kristin Hannah","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
644,"676","Michael Crichton","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
645,"677","Emily Giffin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
646,"678","Robert Galbraith, J.K. Rowling","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
647,"679","Anne Rice","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
648,"680","Ann Patchett","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
649,"681","Matthew Quick","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
650,"682","Jules Verne, Anthony Bonner","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
651,"683","Philippa Gregory","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
652,"684","Virginia Woolf, Maureen Howard","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
653,"685","Jonas Jonasson, Rod Bradbury","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
654,"686","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
655,"687","John Irving","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
656,"688","Richard Bachman, Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
657,"689","Jules Verne, Michael Glencross, Brian W. Aldiss","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
658,"690","Sharon Creech","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
659,"691","Paulo Coelho, Margaret Jull Costa","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
660,"692","J.D. Salinger","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
661,"693","Julie Powell","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
662,"694","Neal Shusterman","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
663,"695","Diana Gabaldon","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
664,"696","Marie Lu","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
665,"697","William Shakespeare","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
666,"698","Arthur Miller","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
667,"699","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
668,"700","Eckhart Tolle","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
669,"701","Tite Kubo","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
670,"702","Robert Jordan","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
671,"703","Gregory David Roberts","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
672,"704","Charlaine Harris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
673,"705","Stephen King, Ned Dameron","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
674,"706","Jeffery Deaver","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
675,"707","Bernhard Schlink, Carol Brown Janeway","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
676,"708","Bill Martin Jr., Eric Carle","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
677,"709","Dan Simmons","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
678,"710","John Steinbeck","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
679,"711","William Peter Blatty","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
680,"712","Stephenie Meyer","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
681,"713","David Guterson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
682,"714","Alex Haley","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
683,"715","Alan Moore, Brian Bolland, Tim Sale","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
684,"716","Ralph Ellison","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
685,"717","Ishmael Beah","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
686,"718","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
687,"719","Christopher Moore","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
688,"720","Eckhart Tolle","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
689,"721","Jenny  Lawson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
690,"722","Scott Lynch","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
691,"723","Garth Nix","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
692,"724","Charlaine Harris","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
693,"725","Jodi Picoult","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
694,"726","Jennifer L. Armentrout","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
695,"727","Douglas Adams","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
696,"728","Sarah J. Maas","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
697,"729","Bryan Lee O'Malley","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
698,"730","Jeannette Walls","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
699,"731","Terry Pratchett","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
700,"732","Julie Kagawa","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
701,"733","Larry McMurtry","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
702,"734","Mary Roach","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
703,"735","Richelle Mead","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
704,"736","Orson Scott Card","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
705,"737","Sophie Kinsella","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
706,"738","Thomas Keneally","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
707,"739","Toni Morrison","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
708,"740","Philippa Gregory","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
709,"741","Malcolm X, Alex Haley","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
710,"742","Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
711,"743","Laura Hillenbrand","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
712,"744","Arthur Conan Doyle","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
713,"745","William Shakespeare, Roma Gill","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
714,"746","Erik Larson","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
715,"747","Plato, Desmond Lee","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
716,"748","William Shakespeare","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
717,"749","Patti Smith","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
718,"750","Jane Green","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
719,"751","Victor Hugo, Walter J. Cobb","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
720,"752","Rohinton Mistry","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
721,"753","Bill Watterson, G.B. Trudeau","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
722,"754","Scott Westerfeld","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
723,"755","Kate Chopin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
724,"756","P.C. Cast, Kristin Cast","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
725,"757","Mitch Albom","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
726,"758","Tom Clancy","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
727,"759","Shel Silverstein","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
728,"760","Irvine Welsh, Eric Lindor Fall","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
729,"761","Isaac Asimov","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
730,"762","Jodi Picoult","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
731,"763","Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
732,"764","E.L. Konigsburg","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
733,"765","Stephen King","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
734,"766","Francis Chan, Danae Yankoski, Chris Tomlin","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
735,"767","Helen Keller","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
736,"768","Jonathan Tropper","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
737,"3","Nick Hornby","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
738,"769","Seth Grahame-Smith","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
739,"770","Natsuki Takaya, Alethea Nibley, Athena Nibley","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
740,"771","William Shakespeare","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
741,"772","P.C. Cast, Kristin Cast","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
742,"773","Stephen King, Dave McKean","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
743,"774","Dave Eggers","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
744,"775","Brian Selznick","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
745,"776","Aldous Huxley, Christopher Hitchens","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
746,"777","Bisco Hatori","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
747,"778","Mary Kubica","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
748,"779","Rainbow Rowell","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
749,"780","P.C. Cast, Kristin Cast","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
750,"781","Cormac McCarthy","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
751,"782","Hilary Mantel","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
752,"783","Diana Wynne Jones","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
753,"784","Stephen King, William Olivier Desmond","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
754,"785","Henry David Thoreau","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
755,"786","Kazuo Ishiguro","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
756,"787","Nicholas Sparks","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
757,"788","Julian Barnes","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
758,"789","Sue Grafton","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
759,"790","Sophocles, J.E. Thomas","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
760,"791","Lisa See","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
761,"792","Kenneth Grahame, Gillian Avery","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
762,"793","Marjane Satrapi, Mattias Ripa","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
763,"794","E.M. Forster","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
764,"795","Kody Keplinger","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
765,"796","Sarah Dessen","2024-02-20 15:40:34.506211+08","2024-02-20 15:40:34.506211+08"
