"id","book_id","best_book_id","work_id","books_count","isbn","title","language_code","average_rating","ratings_count","work_ratings_count","work_text_reviews_count","image_url","small_image_url","created_at","updated_at","label","isbn13"
2049,"9659607","9659607","14547221",34,"373210361","The Iron Knight","eng","4.23","64066","66309","4391","https://images.gr-assets.com/books/1375920888m/9659607.jpg","https://images.gr-assets.com/books/1375920888s/9659607.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2050,"462033","462033","976403",40,"142004332","Maisie Dobbs","en-US","3.91","49820","54118","5293","https://images.gr-assets.com/books/1312066155m/462033.jpg","https://images.gr-assets.com/books/1312066155s/462033.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2051,"43916","43916","2960376",39,"586217835","Magician","eng","4.32","43964","47819","1118","https://images.gr-assets.com/books/1472201148m/43916.jpg","https://images.gr-assets.com/books/1472201148s/43916.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2052,"5453","5453","838640",52,"385729367","Forever in Blue: The Fourth Summer of the Sisterhood","eng","3.8","56113","60415","1702","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2053,"7822895","7822895","6814263",41,"307594777","Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes","eng","4.46","29944","38916","1702","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2054,"5604848","5604848","5776219",31,"61583219","Destined for an Early Grave","en-US","4.34","63734","67682","2406","https://images.gr-assets.com/books/1315175949m/5604848.jpg","https://images.gr-assets.com/books/1315175949s/5604848.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2055,"13128","13128","3295810",99,"316159794","Cross","eng","3.99","42476","46069","1680","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2056,"19448","19448","2610030",58,"64472779","All-American Girl","eng","3.73","55938","58653","1821","https://images.gr-assets.com/books/1291882422m/19448.jpg","https://images.gr-assets.com/books/1291882422s/19448.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2057,"27","27","3164459",57,"380713802","Neither Here Nor There: Travels in Europe","en-US","3.88","42170","45390","2168","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",11,"9.78E+12"
2058,"23228","23228","1118789",39,"375832998","Boy Meets Boy","eng","3.85","48960","50739","3159","https://images.gr-assets.com/books/1356335082m/23228.jpg","https://images.gr-assets.com/books/1356335082s/23228.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2059,"17349023","17349023","24034597",27,"61941026","We Are Water","eng","3.79","35457","42626","5238","https://images.gr-assets.com/books/1361329815m/17349023.jpg","https://images.gr-assets.com/books/1361329815s/17349023.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2060,"3393124","3393124","3787812",38,"316002895","Max","en-US","4.07","57039","60734","2139","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2061,"7778981","7778981","10695325",54,"312656262","Halo","en-US","3.67","56216","58840","4209","https://images.gr-assets.com/books/1278885735m/7778981.jpg","https://images.gr-assets.com/books/1278885735s/7778981.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2062,"95186","95186","563837",79,"802142818","The Inheritance of Loss","eng","3.41","37967","40545","3409","https://images.gr-assets.com/books/1327909065m/95186.jpg","https://images.gr-assets.com/books/1327909065s/95186.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2063,"13813","13813","15940",57,"586066888","A Darkness at Sethanon","en-GB","4.17","45104","48282","494","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2064,"16640","16640","746264",429,"812969901","Die Leiden des jungen Werthers","eng","3.63","37293","53664","2541","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
2065,"3570231","3570231","3612435",37,"61583073","At Grave's End","en-US","4.31","65397","69822","2429","https://images.gr-assets.com/books/1448167943m/3570231.jpg","https://images.gr-assets.com/books/1448167943s/3570231.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2066,"24687","24687","2434074",41,"375758992","Don't Let's Go to the Dogs Tonight: An African Childhood","eng","3.96","39298","41866","2942","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
2067,"41424","41424","2321285",39,"64404773","Beauty: A Retelling of the Story of Beauty and the Beast","eng","4.05","54512","61236","4417","https://images.gr-assets.com/books/1294192311m/41424.jpg","https://images.gr-assets.com/books/1294192311s/41424.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2068,"6604712","6604712","3149322",7,"316069906","Eating Animals","eng","4.18","43238","47980","5125","https://images.gr-assets.com/books/1327877480m/6604712.jpg","https://images.gr-assets.com/books/1327877480s/6604712.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",4,"9.78E+12"
2069,"355917","355917","3245408",71,"60577363","Flyte","en-US","3.99","54400","56604","1472","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2070,"13637412","13637412","19249727",14,"6140105234","ساق البامبو [Saq al-Bambu]","ara","4.25","38969","39776","7069","https://images.gr-assets.com/books/1336743682m/13637412.jpg","https://images.gr-assets.com/books/1336743682s/13637412.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",11,"9.79E+12"
2071,"10429092","10429092","13282366",34,"62026488","The Girl of Fire and Thorns","en-US","3.81","57551","61934","6054","https://images.gr-assets.com/books/1323448113m/10429092.jpg","https://images.gr-assets.com/books/1323448113s/10429092.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2072,"7137327","7137327","7400809",32,"312650086","Enclave","eng","3.92","55155","58102","4692","https://images.gr-assets.com/books/1327877657m/7137327.jpg","https://images.gr-assets.com/books/1327877657s/7137327.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2073,"4806","4806","1755348",79,"802714625","Longitude","eng","3.95","38151","42215","1892","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",9,"9.78E+12"
2074,"232145","232145","2589885",96,"751530492","Unnatural Exposure","en-GB","4.05","43531","46232","512","https://images.gr-assets.com/books/1383293921m/232145.jpg","https://images.gr-assets.com/books/1383293921s/232145.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",9,"9.78E+12"
2075,"14706","14706","16721",260,"553213482","Faust. Eine Tragödie","eng","3.93","43276","48935","815","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
2076,"296662","296662","15653",22,"684818868","Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong","eng","3.96","37903","41542","2240","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",6,"9.78E+12"
2077,"3217221","3217221","3251160",33,"1600102379","Welcome to Lovecraft","en-US","4.18","46590","50048","3216","https://images.gr-assets.com/books/1377304780m/3217221.jpg","https://images.gr-assets.com/books/1377304780s/3217221.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2078,"6043849","6043849","6219422",63,"1406310263","The Ask and the Answer","eng","4.2","45578","53229","5069","https://images.gr-assets.com/books/1408312960m/6043849.jpg","https://images.gr-assets.com/books/1408312960s/6043849.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2079,"73062","73062","2103634",101,"446363251","Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind","eng","3.44","38992","47722","2290","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2080,"30241","30241","1098613",44,"425205673","Bloody Bones","eng","4.1","56782","61727","1073","https://images.gr-assets.com/books/1304126691m/30241.jpg","https://images.gr-assets.com/books/1304126691s/30241.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2081,"46165","46165","2520849",607,"684843781","This Side of Paradise","eng","3.68","40074","47633","2777","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2082,"11797365","11797365","16750147",71,"670023329","Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West","eng","3.99","37392","42712","4268","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2083,"30263","30263","1341883",42,"006057299X","Every Which Way But Dead","en-US","4.29","56023","59163","1240","https://images.gr-assets.com/books/1347819379m/30263.jpg","https://images.gr-assets.com/books/1347819379s/30263.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2084,"25852870","25852870","26428236",32,"1400068320","Eligible","eng","3.63","37189","48112","7714","https://images.gr-assets.com/books/1460477855m/25852870.jpg","https://images.gr-assets.com/books/1460477855s/25852870.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2085,"26046","26046","668492",66,"515141658","Morrigan's Cross","eng","4.14","43455","45161","1189","https://images.gr-assets.com/books/1457728199m/26046.jpg","https://images.gr-assets.com/books/1457728199s/26046.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2086,"597790","597790","5725966",126,"7246226","The Children of Húrin","eng","3.94","39551","47873","2413","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2087,"61549","61549","1872003",63,"316058432","Mr. Popper's Penguins","eng","3.95","48964","51787","2031","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2088,"10979","10979","1595500",136,"679732268","Light in August","en-US","3.93","42101","44421","1948","https://images.gr-assets.com/books/1355360091m/10979.jpg","https://images.gr-assets.com/books/1355360091s/10979.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2089,"24335","24335","1835542",60,"64408671","The Trumpet of the Swan","eng","4.06","53191","55219","1651","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2090,"13641208","13641208","19256026",45,"812993802","Tenth of December","eng","3.96","39183","43549","5730","https://images.gr-assets.com/books/1349967540m/13641208.jpg","https://images.gr-assets.com/books/1349967540s/13641208.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2091,"6944032","6944032","4112814",61,"312593554","Night Pleasures","en-US","4.23","25985","61939","2339","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2092,"998","998","5210",43,"671015206","The Millionaire Next Door: The Surprising Secrets of America's Wealthy","eng","4","43937","46748","2049","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",3,"9.78E+12"
2093,"5267365","5267365","5334682",49,"1423116380","Don't Judge a Girl by Her Cover","en-US","4.2","55517","58508","2389","https://images.gr-assets.com/books/1359827132m/5267365.jpg","https://images.gr-assets.com/books/1359827132s/5267365.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2094,"14318","14318","20014",79,"743244583","Chronicles: Volume One","eng","3.98","35468","38117","1350","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
2095,"26","26","1888943",47,"60920084","The Lost Continent: Travels in Small-Town America","en-US","3.83","40254","42202","2119","https://images.gr-assets.com/books/1404042682m/26.jpg","https://images.gr-assets.com/books/1404042682s/26.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",11,"9.78E+12"
2096,"9500416","9500416","14385974",40,"140006712X","Dreams of Joy (Shanghai Girls #2)","en-CA","4.06","43863","47087","4272","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2097,"43326","43326","1298936",74,"446607207","Tell Me Your Dreams","eng","3.93","34445","36904","1312","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2098,"18630","18630","1494157",49,"61053562","The Player of Games","eng","4.26","36505","42993","1790","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2099,"21343","21343","22516",67,"787960756","The Five Dysfunctions of a Team","eng","4.01","40239","43176","2106","https://images.gr-assets.com/books/1400841022m/21343.jpg","https://images.gr-assets.com/books/1400841022s/21343.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2100,"23940","23940","24861",73,"142003166","Junky","eng","3.85","39031","43506","1201","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
2101,"313605","313605","1394134",83,"140157352","Getting to Yes: Negotiating agreement without giving in","en-US","3.88","37205","40026","1113","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",3,"9.78E+12"
2102,"25111004","25111004","40214925",25,"1501110349","November 9","en-US","4.41","53321","59828","10670","https://images.gr-assets.com/books/1447138036m/25111004.jpg","https://images.gr-assets.com/books/1447138036s/25111004.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2103,"11250317","11250317","16176791",64,"1408816032","The Song of Achilles","eng","4.27","45373","58401","8419","https://images.gr-assets.com/books/1331154660m/11250317.jpg","https://images.gr-assets.com/books/1331154660s/11250317.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2104,"29405093","29405093","48759154",30,"1501139886","The Girl with the Lower Back Tattoo","eng","3.76","47809","54101","5840","https://images.gr-assets.com/books/1462657819m/29405093.jpg","https://images.gr-assets.com/books/1462657819s/29405093.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
2105,"99944","99944","1492580",596,"140449183","भगवद्गीता [Bhagavadgītā]","eng","4.1","33225","42094","1316","https://images.gr-assets.com/books/1383059639m/99944.jpg","https://images.gr-assets.com/books/1383059639s/99944.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",8,"9.78E+12"
2106,"431","431","2343071",102,"143039830","The New York Trilogy","eng","3.92","34730","42965","2418","https://images.gr-assets.com/books/1386924429m/431.jpg","https://images.gr-assets.com/books/1386924429s/431.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2107,"89763","89763","1510338",34,"043912042X","Esperanza Rising","eng","3.91","49106","50698","4620","https://images.gr-assets.com/books/1328869043m/89763.jpg","https://images.gr-assets.com/books/1328869043s/89763.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2108,"5114","5114","1839410",89,"316766941","Raise High the Roof Beam, Carpenters / Seymour: An Introduction","eng","4.11","36751","40410","1373","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
2109,"30244","30244","4197",34,"425209067","The Killing Dance (Anita Blake, Vampire Hunter, #6)","en-US","4.12","54997","60019","1104","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2110,"12321","12321","338580",658,"014044923X","Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft","eng","4.01","37181","43322","1080","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
2111,"108077","108077","4593761",52,"044022800X","The Watsons Go to Birmingham - 1963","eng","3.95","44830","46431","3568","https://images.gr-assets.com/books/1320496341m/108077.jpg","https://images.gr-assets.com/books/1320496341s/108077.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2112,"10215349","10215349","15114912",40,"373210515","The Immortal Rules","eng","4.1","52376","56265","5673","https://images.gr-assets.com/books/1323357921m/10215349.jpg","https://images.gr-assets.com/books/1323357921s/10215349.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2113,"5632446","5632446","5803859",3,"446546933","Columbine","eng","4.26","45029","48941","6131","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",10,"9.78E+12"
2114,"31340","31340","2926033",54,"99471434","Lasher","eng","3.84","45760","49919","786","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2115,"15814872","15814872","21585027",50,"525953728","No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden","en-US","3.95","32267","37842","3561","https://images.gr-assets.com/books/1345815909m/15814872.jpg","https://images.gr-assets.com/books/1345815909s/15814872.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2116,"13056159","13056159","18221250",40,"1594487014","The Chaperone","en-US","3.84","42112","45889","5063","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2117,"232123","232123","1427152",108,"684193957","All That Remains","en-US","4.05","46604","50110","788","https://images.gr-assets.com/books/1341835948m/232123.jpg","https://images.gr-assets.com/books/1341835948s/232123.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",9,"9.78E+12"
2118,"10596","10596","955346",110,"451191013","The Regulators","eng","3.63","49405","53263","903","https://images.gr-assets.com/books/1364033309m/10596.jpg","https://images.gr-assets.com/books/1364033309s/10596.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2119,"25101","25101","25854",35,"1563890356","The Sandman: Season of Mists","eng","4.54","44811","50459","1261","https://images.gr-assets.com/books/1327937313m/25101.jpg","https://images.gr-assets.com/books/1327937313s/25101.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",1,"9.78E+12"
2120,"13130","13130","2513160",53,"316013935","Judge & Jury","eng","3.98","38516","40618","890","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2121,"13644052","13644052","19259997",32,"1622660757","Origin","eng","4.44","63533","68716","6750","https://images.gr-assets.com/books/1398100888m/13644052.jpg","https://images.gr-assets.com/books/1398100888s/13644052.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2122,"13839","13839","908398",32,"375760393","The Botany of Desire: A Plant's-Eye View of the World","en-CA","4.05","37200","38145","2753","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",9,"9.78E+12"
2123,"7930335","7930335","11254781",50,"316123536","Beautiful Redemption","eng","3.94","48268","56107","3949","https://images.gr-assets.com/books/1331049809m/7930335.jpg","https://images.gr-assets.com/books/1331049809s/7930335.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2124,"6746018","6746018","41374289",103,"1439152780","The Distant Hours","eng","3.87","46498","52817","6263","https://images.gr-assets.com/books/1358273860m/6746018.jpg","https://images.gr-assets.com/books/1358273860s/6746018.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2125,"23125266","23125266","42673812",64,"751554154","I Let You Go","en-GB","4.09","39990","53710","7154","https://images.gr-assets.com/books/1429875945m/23125266.jpg","https://images.gr-assets.com/books/1429875945s/23125266.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",7,"9.78E+12"
2126,"180066","180066","3099735",33,"618683356","Beautiful Boy: A Father's Journey Through His Son's Meth Addiction","en-US","4.03","36682","38205","3325","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",4,"9.78E+12"
2127,"261240","261240","1405544",98,"1594561869","The Cask of Amontillado","eng","4.09","48364","50207","924","https://images.gr-assets.com/books/1327936575m/261240.jpg","https://images.gr-assets.com/books/1327936575s/261240.jpg","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
2128,"1715","1715","2870411",437,"014044789X","Metamorphoses","eng","4.03","42590","47948","1121","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png","2024-02-20 15:14:30.074558+08","2024-02-20 15:14:30.074558+08",5,"9.78E+12"
